date,code,value
20240527,000510,4243.43
20240528,000510,4209.60
20240529,000510,4218.60
20240530,000510,4197.96
20240531,000510,4182.71
20240603,000510,4189.86
20240604,000510,4228.10
20240605,000510,4199.37
20240606,000510,4189.64
20240607,000510,4167.53
20240611,000510,4140.49
20240612,000510,4145.07
20240613,000510,4120.63
20240614,000510,4134.26
20240617,000510,4132.53
20240618,000510,4146.00
20240619,000510,4120.39
20240620,000510,4080.57
20240621,000510,4074.68
20240624,000510,4040.09
20240625,000510,4015.32
20240626,000510,4052.84
20240627,000510,4009.55
20240628,000510,4023.33
20240701,000510,4046.46
20240702,000510,4029.67
20240703,000510,4017.39
20240704,000510,3991.19
20240705,000510,3985.52
20240708,000510,3945.64
20240709,000510,3997.40
20240710,000510,3985.72
20240711,000510,4043.58
20240712,000510,4046.25
20240715,000510,4039.64
20240716,000510,4064.56
20240717,000510,4057.22
20240718,000510,4079.29
20240719,000510,4094.49
20240722,000510,4073.01
20240723,000510,3975.66
20240724,000510,3946.05
20240725,000510,3925.35
20240726,000510,3948.59
20240729,000510,3924.42
20240730,000510,3901.81
20240731,000510,3997.47
20240801,000510,3970.35
20240802,000510,3926.47
20240805,000510,3869.26
20240806,000510,3879.57
20240807,000510,3877.82
20240808,000510,3876.53
20240809,000510,3861.37
20240812,000510,3854.76
20240813,000510,3864.83
20240814,000510,3830.21
20240815,000510,3866.78
20240816,000510,3867.01
20240819,000510,3878.35
20240820,000510,3844.69
20240821,000510,3834.75
20240822,000510,3818.68
20240823,000510,3833.19
20240826,000510,3832.70
20240827,000510,3807.54
20240828,000510,3790.86
20240829,000510,3795.78
20240923,000510,3725.78
20240924,000510,3885.17
20240925,000510,3937.37
20240926,000510,4103.82
20240927,000510,4298.56
20240930,000510,4684.89
20241008,000510,4981.30
20241009,000510,4630.94
20241010,000510,4661.03
20241011,000510,4516.47
20241014,000510,4609.55
20241015,000510,4495.57
20241016,000510,4464.92
20241017,000510,4418.55
20241018,000510,4581.32
20241021,000510,4614.35
20241022,000510,4644.92
20241023,000510,4664.25
20241024,000510,4610.74
20241025,000510,4655.91
