日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20130129,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2655.38,2685.53,2646.15,2675.87,24.00,0.91,10104.02,1088.27,300
20130130,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2678.43,2689.68,2662.06,2688.71,12.85,0.48,9987.50,1008.57,300
20130131,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2690.95,2696.88,2671.33,2686.88,-1.83,-0.07,9674.01,944.77,300
20130201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2677.19,2744.32,2671.27,2743.32,56.44,2.10,10387.95,1105.61,300
20130204,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2753.69,2768.50,2731.08,2748.03,4.70,0.17,12793.92,1361.20,300
20130205,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2727.93,2779.95,2725.36,2771.68,23.65,0.86,11613.08,1127.01,300
20130206,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2771.91,2787.46,2765.74,2775.84,4.17,0.15,8277.93,889.90,300
20130207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2771.53,2775.97,2722.87,2759.87,-15.97,-0.58,8997.81,959.79,300
20130208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2755.65,2791.30,2747.95,2771.73,11.86,0.43,7742.96,829.04,300
20130218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2784.07,2787.74,2731.51,2737.47,-34.25,-1.24,7643.82,810.01,300
20130219,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2735.05,2740.74,2674.34,2685.61,-51.87,-1.89,8062.64,824.61,300
20130220,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2686.09,2703.10,2665.23,2702.64,17.03,0.63,7001.94,736.36,300
20130221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2675.74,2675.74,2584.76,2610.55,-92.09,-3.41,10065.80,1036.19,300
20130222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2607.65,2618.48,2591.15,2596.60,-13.95,-0.53,6020.49,658.99,300
20130225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2607.15,2628.70,2590.79,2604.96,8.36,0.32,5316.19,556.14,300
20130226,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2587.38,2631.09,2564.67,2567.60,-37.37,-1.43,8000.31,833.74,300
20130227,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2576.05,2615.25,2569.38,2594.68,27.08,1.05,6322.67,646.12,300
20130228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2611.94,2673.71,2594.00,2673.33,78.65,3.03,8692.26,922.35,300
20130301,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2671.84,2680.85,2627.00,2668.84,-4.49,-0.17,7334.38,803.43,300
20130304,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2619.42,2619.57,2528.69,2545.72,-123.12,-4.61,11061.91,1125.85,300
20130305,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2547.89,2623.17,2541.77,2622.81,77.09,3.03,8966.12,923.57,300
20130306,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2634.87,2658.14,2620.43,2650.20,27.40,1.04,9582.97,950.49,300
20130307,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2639.78,2658.97,2592.87,2619.48,-30.72,-1.16,9408.27,964.98,300
20130308,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2622.68,2632.62,2601.96,2606.93,-12.55,-0.48,5942.96,630.55,300
20130311,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2600.28,2611.65,2574.17,2592.37,-14.56,-0.56,5094.64,524.61,300
20130312,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2590.39,2619.51,2530.25,2555.62,-36.76,-1.42,7193.51,716.75,300
20130313,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2551.73,2556.77,2515.06,2527.49,-28.13,-1.10,5643.05,560.04,300
20130314,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2517.75,2546.70,2514.46,2534.27,6.79,0.27,4760.58,499.30,300
20130315,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2533.72,2600.09,2504.46,2539.87,5.60,0.22,8137.22,827.50,300
20130318,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2526.08,2544.62,2499.83,2502.49,-37.38,-1.47,5981.28,630.94,300
20130319,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2507.40,2532.07,2491.85,2525.10,22.60,0.90,5453.65,556.01,300
20130320,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2526.97,2610.17,2526.83,2610.17,85.08,3.37,9070.06,912.71,300
20130321,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2611.58,2626.54,2598.51,2614.99,4.81,0.18,6955.28,716.43,300
20130322,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2612.26,2625.53,2603.34,2618.31,3.32,0.13,5564.71,558.82,300
20130325,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2628.41,2641.61,2607.61,2613.10,-5.21,-0.20,5626.14,580.05,300
20130326,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2601.96,2607.36,2554.97,2575.05,-38.05,-1.46,6396.30,653.07,300
20130327,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2575.73,2611.94,2566.35,2583.53,8.48,0.33,5690.65,586.52,300
20130328,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2535.99,2535.99,2495.08,2499.30,-84.23,-3.26,8757.84,847.26,300
20130329,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2502.78,2509.11,2482.49,2495.08,-4.22,-0.17,5240.21,520.56,300
20130401,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2486.43,2507.83,2483.73,2493.19,-1.90,-0.08,4734.60,471.60,300
20130402,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2495.84,2524.46,2475.00,2486.39,-6.80,-0.27,5568.42,556.37,300
20130403,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2493.88,2507.14,2474.93,2483.55,-2.84,-0.11,4556.42,451.57,300
20130408,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2443.24,2473.31,2429.50,2472.30,-11.25,-0.45,5329.68,552.49,300
20130409,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2477.29,2505.29,2477.29,2489.43,17.13,0.69,5238.98,549.47,300
20130410,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2487.98,2495.57,2466.19,2485.31,-4.12,-0.17,4750.49,519.64,300
20130411,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2502.50,2508.59,2476.40,2477.88,-7.43,-0.30,4299.00,430.40,300
20130412,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2476.32,2489.12,2460.18,2462.11,-15.76,-0.64,3991.73,404.28,300
20130415,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2453.97,2461.67,2430.15,2436.82,-25.29,-1.03,4653.97,440.85,300
20130416,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2419.51,2461.05,2416.62,2459.59,22.77,0.93,5528.06,537.83,300
20130417,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2457.88,2465.20,2437.35,2458.47,-1.12,-0.05,4469.22,468.01,300
20130418,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2440.71,2478.41,2434.73,2464.85,6.38,0.26,4286.07,462.70,300
20130419,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2469.95,2542.45,2469.32,2533.83,68.98,2.80,7552.09,767.24,300
20130422,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2525.11,2539.05,2518.26,2530.67,-3.16,-0.12,6251.19,630.27,300
20130423,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2532.20,2532.20,2448.20,2449.47,-81.20,-3.21,6065.40,615.76,300
20130424,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2452.78,2511.20,2446.59,2495.58,46.11,1.88,6305.09,621.89,300
20130425,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2486.86,2505.48,2456.57,2467.88,-27.70,-1.11,6055.79,598.91,300
20130426,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2477.72,2488.59,2439.80,2447.31,-20.57,-0.83,4712.34,463.52,300
20130502,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2434.60,2453.75,2423.08,2449.64,2.33,0.10,4701.61,472.00,300
20130503,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2457.54,2521.12,2457.54,2492.91,43.27,1.77,6233.01,632.67,300
20130506,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2502.98,2533.86,2500.46,2525.98,33.07,1.33,6041.88,617.68,300
20130507,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2519.36,2539.30,2507.76,2529.94,3.96,0.16,5449.06,592.45,300
20130508,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2542.27,2562.01,2531.25,2542.80,12.86,0.51,5955.43,603.09,300
20130509,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2542.37,2543.31,2507.79,2527.79,-15.00,-0.59,6024.01,644.38,300
20130510,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2519.52,2546.98,2515.16,2540.84,13.04,0.52,4881.67,508.97,300
20130513,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2542.41,2547.60,2516.73,2530.77,-10.07,-0.40,5409.21,551.55,300
20130514,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2526.00,2526.15,2479.87,2493.34,-37.43,-1.48,5488.01,561.45,300
20130515,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2493.97,2507.43,2491.93,2506.93,13.59,0.54,4418.97,475.79,300
20130516,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2501.12,2553.06,2487.76,2552.71,45.78,1.83,7079.62,768.30,300
20130517,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2550.45,2598.71,2547.78,2592.05,39.34,1.54,8185.08,835.99,300
20130520,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2597.15,2627.62,2590.05,2609.61,17.56,0.68,8633.78,940.59,300
20130521,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2607.39,2617.40,2594.25,2614.85,5.25,0.20,7150.60,758.38,300
20130522,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2613.41,2630.07,2603.75,2618.03,3.18,0.12,7419.18,782.24,300
20130523,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2604.93,2624.08,2579.35,2582.85,-35.19,-1.34,8482.54,813.60,300
20130524,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2591.42,2608.35,2572.88,2597.23,14.38,0.56,6073.97,628.31,300
20130527,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2593.52,2611.97,2589.74,2599.59,2.36,0.09,6419.51,667.02,300
20130528,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2600.63,2644.36,2585.90,2644.36,44.77,1.72,8419.61,867.57,300
20130529,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2648.93,2661.23,2640.88,2642.56,-1.80,-0.07,7927.77,819.54,300
20130530,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2633.96,2647.44,2623.58,2634.32,-8.24,-0.31,7014.64,710.45,300
20130531,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2638.71,2645.57,2604.75,2606.43,-27.90,-1.06,6252.85,659.04,300
20130603,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2605.97,2625.94,2596.05,2602.62,-3.80,-0.15,5977.45,630.09,300
20130604,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2600.50,2600.50,2556.06,2565.67,-36.96,-1.42,6631.58,631.39,300
20130605,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2565.33,2570.03,2545.19,2560.54,-5.13,-0.20,4563.72,473.67,300
20130606,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2552.82,2557.68,2525.31,2527.85,-32.69,-1.28,5249.65,544.48,300
20130607,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2526.91,2538.89,2475.69,2484.16,-43.69,-1.73,6103.09,613.66,300
20130613,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2448.72,2448.72,2375.20,2399.94,-84.22,-3.39,6973.01,640.82,300
20130614,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2404.42,2420.36,2396.49,2416.77,16.83,0.70,5596.45,536.87,300
20130617,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2422.76,2427.53,2394.39,2403.84,-12.93,-0.54,5039.57,519.84,300
20130618,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2413.09,2424.20,2393.32,2418.75,14.91,0.62,4863.04,487.92,300
20130619,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2408.28,2408.28,2366.35,2400.77,-17.98,-0.74,5434.63,529.80,300
20130620,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2386.10,2386.10,2320.23,2321.47,-79.30,-3.30,5520.10,521.72,300
20130621,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2283.15,2332.84,2269.57,2317.39,-4.07,-0.18,5870.58,534.86,300
20130624,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2308.07,2308.07,2164.33,2171.21,-146.18,-6.31,8659.73,737.32,300
20130625,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2146.05,2169.21,2023.17,2165.42,-5.79,-0.27,10755.49,870.90,300
20130626,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2170.33,2181.02,2131.86,2168.30,2.88,0.13,7925.64,672.98,300
20130627,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2172.85,2200.21,2153.18,2160.74,-7.56,-0.35,7540.68,629.27,300
20130628,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2149.03,2227.46,2139.37,2200.64,39.90,1.85,7945.13,641.06,300
20130701,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2187.09,2213.97,2166.35,2213.32,12.68,0.58,5772.62,518.75,300
20130702,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2211.80,2226.11,2191.80,2221.98,8.67,0.39,6183.89,596.33,300
20130703,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2211.04,2211.04,2169.14,2203.83,-18.16,-0.82,6583.60,595.37,300
20130704,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2187.18,2245.91,2176.08,2221.98,18.15,0.82,7258.11,671.89,300
20130705,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2227.35,2252.03,2225.05,2226.85,4.87,0.22,6182.18,584.24,300
20130708,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2194.42,2205.21,2162.19,2163.62,-63.23,-2.84,5478.25,492.88,300
20130709,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2160.70,2174.79,2149.79,2162.67,-0.95,-0.04,4149.44,372.46,300
20130710,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2163.10,2224.14,2157.47,2224.07,61.40,2.84,6114.98,543.74,300
20130711,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2232.16,2351.22,2232.16,2326.69,102.62,4.61,12579.32,1113.30,300
20130712,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2319.02,2331.99,2274.07,2275.37,-51.32,-2.21,8973.31,820.65,300
20130715,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2289.76,2336.04,2274.67,2307.30,31.92,1.40,7475.79,717.96,300
20130716,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2300.83,2317.85,2281.94,2317.85,10.55,0.46,6562.42,620.86,300
20130717,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2311.44,2326.93,2281.61,2282.84,-35.01,-1.51,6765.52,632.29,300
20130718,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2272.95,2282.44,2241.93,2245.33,-37.51,-1.64,5714.43,519.37,300
20130719,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2248.13,2257.92,2188.75,2190.48,-54.85,-2.44,7053.53,661.79,300
20130722,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2170.09,2203.06,2159.81,2202.19,11.71,0.53,5328.35,488.73,300
20130723,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2211.59,2276.74,2206.76,2265.85,63.66,2.89,7480.97,692.55,300
20130724,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2253.38,2265.58,2217.19,2249.15,-16.69,-0.74,6959.23,692.80,300
20130725,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2255.22,2268.84,2227.85,2237.68,-11.47,-0.51,6577.43,605.58,300
20130726,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2226.43,2238.42,2209.81,2224.01,-13.68,-0.61,4894.11,456.36,300
20130729,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2205.08,2205.08,2169.02,2175.97,-48.04,-2.16,5460.09,496.25,300
20130730,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2184.01,2221.59,2162.98,2189.39,13.42,0.62,5519.36,509.07,300
20130731,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2211.75,2235.38,2187.21,2193.02,3.63,0.17,4832.71,467.23,300
20130801,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2206.00,2245.56,2200.63,2245.36,52.34,2.39,6260.40,589.45,300
20130802,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2263.50,2274.71,2244.25,2247.26,1.90,0.08,6089.09,584.60,300
20130805,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2249.98,2278.33,2243.22,2278.33,31.07,1.38,5534.22,536.23,300
20130806,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2270.67,2302.48,2256.72,2293.64,15.31,0.67,7374.69,689.94,300
20130807,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2292.38,2313.88,2276.86,2280.62,-13.02,-0.57,7304.87,695.60,300
20130808,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2277.25,2297.63,2267.07,2276.78,-3.84,-0.17,5309.84,527.10,300
20130809,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2288.51,2301.59,2258.33,2286.01,9.23,0.41,6460.00,626.64,300
20130812,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2296.22,2352.89,2293.18,2352.79,66.78,2.92,9786.32,940.39,300
20130813,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2352.88,2360.83,2340.73,2359.07,6.27,0.27,7839.36,711.79,300
20130814,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2362.62,2386.60,2340.83,2349.08,-9.99,-0.42,7594.21,713.38,300
20130815,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2348.84,2362.09,2319.78,2321.58,-27.50,-1.17,6195.19,594.11,300
20130816,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2314.26,2423.08,2295.02,2304.14,-17.43,-0.75,12036.96,1040.27,300
20130819,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2286.20,2340.19,2284.08,2331.43,27.29,1.18,7248.32,670.65,300
20130820,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2325.86,2353.41,2303.67,2312.47,-18.97,-0.81,7308.63,675.90,300
20130821,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2320.58,2321.64,2291.05,2308.59,-3.88,-0.17,5500.74,508.86,300
20130822,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2302.67,2329.14,2297.02,2303.93,-4.66,-0.20,5533.81,516.86,300
20130823,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2314.87,2321.04,2251.92,2286.93,-17.00,-0.74,6896.71,654.60,300
20130826,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2294.76,2336.38,2288.50,2335.62,48.69,2.13,7037.10,665.41,300
20130827,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2332.80,2345.11,2322.46,2340.88,5.27,0.23,6599.03,625.75,300
20130828,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2326.10,2345.36,2307.04,2328.06,-12.83,-0.55,8925.62,809.66,300
20130829,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2338.56,2342.32,2308.15,2318.31,-9.75,-0.42,6608.54,597.20,300
20130830,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2315.91,2334.41,2303.61,2313.91,-4.40,-0.19,8765.45,766.96,300
20130902,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2319.96,2329.87,2297.45,2320.34,6.43,0.28,7951.02,735.76,300
20130903,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2326.23,2354.86,2321.30,2354.50,34.16,1.47,8055.40,726.64,300
20130904,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2352.54,2360.66,2345.44,2350.70,-3.80,-0.16,7872.58,685.09,300
20130905,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2350.93,2351.22,2336.75,2341.74,-8.96,-0.38,6295.14,596.06,300
20130906,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2336.77,2361.18,2335.93,2357.78,16.05,0.69,7334.01,639.17,300
20130909,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2374.26,2449.25,2372.69,2440.61,82.83,3.51,14988.96,1273.00,300
20130910,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2446.45,2475.20,2435.83,2474.89,34.29,1.40,15485.60,1306.48,300
20130911,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2483.79,2504.47,2471.62,2482.89,8.00,0.32,16691.50,1428.30,300
20130912,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2480.47,2527.38,2469.72,2507.46,24.57,0.99,14517.32,1261.16,300
20130913,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2502.54,2515.78,2481.45,2488.90,-18.55,-0.74,11077.50,982.75,300
20130916,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2501.08,2503.69,2467.13,2478.39,-10.51,-0.42,10538.33,970.44,300
20130917,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2480.81,2481.71,2426.46,2427.32,-51.07,-2.06,9946.00,931.15,300
20130918,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2426.04,2439.63,2407.24,2432.51,5.19,0.21,7104.08,693.41,300
20130923,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2441.52,2473.16,2439.99,2472.29,39.78,1.64,8012.84,809.21,300
20130924,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2470.72,2470.75,2420.09,2443.89,-28.40,-1.15,9785.30,967.70,300
20130925,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2440.84,2455.04,2423.28,2429.03,-14.86,-0.61,9051.84,891.19,300
20130926,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2422.63,2422.63,2382.54,2384.44,-44.59,-1.84,8623.68,841.84,300
20130927,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2382.22,2402.20,2379.86,2394.97,10.53,0.44,6597.15,663.84,300
20130930,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2406.21,2415.08,2397.22,2409.04,14.07,0.59,5951.40,609.90,300
20131008,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2406.42,2446.70,2392.57,2441.81,32.77,1.36,8478.55,842.30,300
20131009,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2432.94,2453.75,2424.77,2453.58,11.77,0.48,7627.76,761.28,300
20131010,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2455.64,2455.98,2422.02,2429.32,-24.27,-0.99,9032.97,894.68,300
20131011,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2442.36,2471.17,2439.63,2468.51,39.19,1.61,9338.83,918.12,300
20131014,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2472.27,2483.13,2462.55,2472.54,4.03,0.16,10008.13,991.09,300
20131015,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2475.32,2479.13,2449.42,2467.52,-5.03,-0.20,8917.35,861.01,300
20131016,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2459.08,2459.08,2409.72,2421.37,-46.15,-1.87,8897.98,831.51,300
20131017,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2432.65,2440.92,2407.78,2413.33,-8.04,-0.33,7122.25,677.23,300
20131018,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2415.12,2435.71,2410.60,2426.05,12.72,0.53,6029.16,591.39,300
20131021,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2431.92,2472.79,2423.56,2471.32,45.27,1.87,8490.98,822.23,300
20131022,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2470.26,2470.26,2439.86,2445.89,-25.43,-1.03,9070.30,834.12,300
20131023,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2451.56,2474.37,2412.48,2418.49,-27.40,-1.12,9154.54,832.87,300
20131024,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2412.24,2422.94,2395.47,2400.51,-17.98,-0.74,6456.08,604.27,300
20131025,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2400.52,2413.33,2353.99,2368.56,-31.95,-1.33,7707.02,707.78,300
20131028,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2372.57,2377.25,2351.86,2365.95,-2.61,-0.11,6287.62,566.02,300
20131029,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2369.22,2408.62,2327.90,2372.05,6.10,0.26,10673.78,917.42,300
20131030,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2371.85,2407.85,2365.51,2407.47,35.42,1.49,9217.81,757.35,300
20131031,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2398.40,2398.40,2370.23,2373.72,-33.75,-1.40,8273.70,703.94,300
20131101,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2373.96,2395.01,2365.15,2384.96,11.24,0.47,6305.58,578.20,300
20131104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2397.21,2404.90,2376.36,2380.45,-4.51,-0.19,5179.85,489.59,300
20131105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2366.88,2385.69,2343.80,2383.77,3.32,0.14,6208.45,569.36,300
20131106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2371.32,2383.54,2352.79,2353.57,-30.20,-1.27,6377.67,595.37,300
20131107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2351.87,2356.67,2328.25,2340.55,-13.02,-0.55,5482.17,509.43,300
20131108,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2329.08,2342.67,2306.04,2307.95,-32.61,-1.39,5378.85,485.65,300
20131111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2305.94,2325.23,2295.00,2315.89,7.94,0.34,4573.95,425.67,300
20131112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2319.36,2342.53,2316.60,2340.00,24.11,1.04,5268.75,498.55,300
